,Table_Name,Column_Name,Tag
105,reliquat_commissions,date_operation,Restreint
106,responsable_comptes,id,Public
107,responsable_comptes,nom,Très Secret
108,responsable_comptes,prenom,Très Secret
109,responsable_comptes,email,Confidentiel
110,societes_partenaires,id,Public
111,societes_partenaires,nom_societe,Restreint
112,societes_partenaires,secteur_activite,Restreint
113,societes_partenaires,adresse,Restreint
114,societes_partenaires,telephone,Restreint
115,transactions_devises,id,Public
116,transactions_devises,devise,Restreint
117,transactions_devises,montant,Confidentiel
118,transactions_devises,taux_change,Restreint
119,transactions_devises,date_transaction,Restreint
120,transactions_immobilieres,id,Public
121,transactions_immobilieres,type_transaction,Restreint
122,transactions_immobilieres,montant_transaction,Secret
123,transactions_immobilieres,date_transaction,Restreint
124,transactions_immobilieres,adresse_bien,Très Secret
125,transactions_interbancaires,id,Public
126,transactions_interbancaires,banque_emetrice,Restreint
127,transactions_interbancaires,banque_destinatrice,Restreint
128,transactions_interbancaires,montant,Secret
129,transactions_interbancaires,date_transaction,Restreint
130,Customer,CIN,Secret
131,Customer,Nom,Secret
132,Customer,Prenom,Secret
133,Customer,Genre,Secret
134,Customer,Adresse,Secret
135,Customer,Code postal,Secret
136,Customer,Ville,Secret
137,Customer,Pays,Secret
138,Customer,Téléphone,Secret
139,Customer,Email,Secret
140,Customer,Date_de_Naissance,Secret
141,Customer,Numéro de sécurité sociale,Secret
142,Customer,Telephone,Secret
143,Customer,Situation matrimoniale,Confidentiel
144,Customer,Revenu annuel,Confidentiel
145,Customer,ID_Client,Confidentiel
146,Customer,flag_MRE,Confidentiel
147,Customer,flag_contencieux,Confidentiel
148,Customer,ID_Compte,Confidentiel
149,Customer,id_agence,Confidentiel
150,employe,CIN,Secret
151,employe,Nom,Secret
152,employe,Prenom,Secret
153,employe,Genre,Secret
154,employe,Adresse,Secret
155,employe,Zipcode,Secret
156,employe,Ville,Secret
157,employe,Pays,Secret
158,employe,Numero_tele,Secret
159,employe,Email,Secret
160,employe,Date_naissance,Secret
161,employe,Date_recrutement,Secret
162,employe,NumeroSecuriteSocial,Secret
163,employe,Telephone,Secret
164,employe,Situation matrimoniale,Confidentiel
165,employe,Revenu annuel,Confidentiel
166,employe,EmployeeID,Confidentiel
167,employe,Poste,Confidentiel
168,employe,Salaire,Confidentiel
169,employe,Departement,Confidentiel
170,Account,ID_Compte,Confidentiel
171,Account,ID_Client,Confidentiel
172,Account,Type,Secret
173,Account,Solde,Secret
174,Account,Date_Creation,Secret
175,Account,Taux_Interet,Secret
176,Account,Frais_Mensuels,Secret
177,transactions,ID_Compte,Secret
178,transactions,ID_transaction,Secret
179,transactions,Date,Secret
180,transactions,Montant,Secret
181,transactions,Type,Secret
182,transactions,Date_Creation,Secret
183,loan,ID_Prêt,Secret
184,loan,ID_Client,Secret
185,loan,Montant_Pret,Secret
186,loan,Taux_Interet,Secret
187,loan,Duree_Pret,Secret
188,loan,Date_Debut,Secret
189,loan,Date_Fin,Secret
190,loan,Paiement_Mensuel,Secret
191,agences,ID_agence,Restreint
192,agences,nom_agence,Restreint
193,agences,Addresse,Restreint
194,agences,Telephone,Restreint
195,bank_card,ID_Carte,Très Secret
196,bank_card,ID_Client,Très Secret
197,bank_card,Numero_carte,Très Secret
198,bank_card,Date_expiration,Très Secret
199,bank_card,Code_PIN,Très Secret
200,bank_card,Type_carte,Secret
201,produit_data,ID_Produit,Restreint
202,produit_data,Type_Produit,Restreint
203,produit_data,Caract_Produit,Restreint
204,produit_data,Conditions_utilisation,Restreint
205,Taux_Interets_data,ID_Taux,Restreint
206,Taux_Interets_data,Type_Produit,Restreint
207,Taux_Interets_data,Taux_Interet,Restreint
208,annonces_data,ID_Annonce,Restreint
209,annonces_data,Title,Restreint
210,annonces_data,Date,Restreint
211,annonces_data,Description,Restreint
212,education_data,ID_Ressource,Restreint
213,education_data,Title,Restreint
214,education_data,Description,Restreint
215,education_data,URL_or_reference,Restreint
216,community_engagement_data,ID_Evenement,Restreint
217,community_engagement_data,Nom_Evenement,Restreint
218,community_engagement_data,Date,Restreint
219,community_engagement_data,Lieu,Restreint
220,community_engagement_data,Description,Restreint
221,faqs_data,ID_Question,Restreint
222,faqs_data,Question,Restreint
223,faqs_data,Reponse,Restreint
224,contact_info_data,ID_Contact,Restreint
225,contact_info_data,Type_Contact,Restreint
226,contact_info_data,Coordonnees_Contact,Restreint
227,surveys_data,ID_Enquete,Restreint
228,surveys_data,Titre_Enquete,Restreint
229,surveys_data,Questions,Restreint
230,atm_data,ATM_ID,Restreint
231,atm_data,Localisation,Restreint
232,atm_data,Informations,Restreint
233,reclamations_clients,id,Public
234,reclamations_clients,date_reclamation,Restreint
235,reclamations_clients,description,Restreint
236,reclamations_clients,statut,Restreint
237,reclamations_clients,reponse,Restreint
238,oppositions_cartes,id,Public
239,oppositions_cartes,numero_carte,Très Secret
240,oppositions_cartes,date_opposition,Confidentiel
241,oppositions_cartes,raison_opposition,Confidentiel
242,oppositions_cartes,statut,Confidentiel
243,pensions_retraites,id,Public
244,pensions_retraites,montant_mensuel,Très Secret
245,pensions_retraites,date_debut,Confidentiel
246,pensions_retraites,date_fin,Confidentiel
247,partenariats_commerciaux,id,Public
248,partenariats_commerciaux,nom_partenaire,Public
249,partenariats_commerciaux,domaine_activite,Public
250,partenariats_commerciaux,benefices,Public
251,partenariats_commerciaux,date_debut,Public
252,recommandations_placements,id,Public
253,recommandations_placements,produit_recommande,Confidentiel
254,recommandations_placements,raison_recommandation,Très Secret
255,recommandations_placements,date_recommandation,Très Secret
256,recommandations_placements,client_concerne,Très Secret
257,produits_bancaires,id,Public
258,produits_bancaires,nom_produit,Public
259,produits_bancaires,taux_interet,Public
260,produits_bancaires,montant_minimum,Public
261,produits_bancaires,duree_plafond,Public
262,suivi_operations_guichet,date,Restreint
263,suivi_operations_guichet,agence,Restreint
264,suivi_operations_guichet,type_operation,Confidentiel
265,suivi_operations_guichet,montant,Secret
266,suivi_operations_guichet,beneficiaire,Secret
267,suivi_operations_guichet,statut,Restreint
268,suivi_operations_guichet,commentaire,Restreint
269,livret_jeune,num_compte,Secret
270,livret_jeune,prenom,Secret
271,livret_jeune,nom,Secret
272,livret_jeune,solde,Secret
273,livret_jeune,date_ouverture,Confidentiel
274,depots_especes,numero_transaction,Restreint
275,depots_especes,date_depot,Confidentiel
276,depots_especes,montant_depose,Secret
277,depots_especes,agence,Restreint
278,depots_especes,nom_client,Secret
279,change_devise,devise,Restreint
280,change_devise,montant,Secret
281,change_devise,date,Confidentiel
282,change_devise,type_operation,Confidentiel
283,suivi_operations_diverses,operation,Confidentiel
284,suivi_operations_diverses,montant,Secret
285,suivi_operations_diverses,date,Confidentiel
286,suivi_operations_diverses,beneficiaire,Confidentiel
287,suivi_operations_diverses,compte_source,Secret
288,suivi_operations_diverses,compte_destination,Secret
289,releves_comptes_epargne,numero_compte,Secret
290,releves_comptes_epargne,nom_client,Secret
291,releves_comptes_epargne,solde,Secret
292,releves_comptes_epargne,date_derniere_operation,Confidentiel
293,gestion_investissements,id,Restreint
294,gestion_investissements,client,Secret
295,gestion_investissements,ville,Restreint
296,gestion_investissements,montant_investi,Secret
297,gestion_investissements,type_investissement,Secret
298,gestion_investissements,date_investissement,Confidentiel
299,gestion_placements,nom_client,Secret
300,gestion_placements,numero_compte,Secret
301,gestion_placements,type_placement,Restreint
302,gestion_placements,montant_initial,Confidentiel
303,gestion_placements,date_ouverture,Confidentiel
304,iBAM_services,service_id,Public
305,iBAM_services,service_name,Public
306,iBAM_services,description,Public
307,iBAM_services,fees,Public
308,transferts_argent_internationaux,date,Confidentiel
309,transferts_argent_internationaux,heure,Confidentiel
310,transferts_argent_internationaux,montant,Secret
311,transferts_argent_internationaux,destinataire,Secret
312,transferts_argent_internationaux,pays_destination,Confidentiel
313,transferts_argent_internationaux,motif,Confidentiel
314,alertes_ops_frauduleuses,id,Restreint
315,alertes_ops_frauduleuses,nom_client,Secret
316,alertes_ops_frauduleuses,type_alerte,Confidentiel
317,alertes_ops_frauduleuses,montant_transaction,Secret
318,alertes_ops_frauduleuses,date_alerte,Confidentiel
319,prets_personnels,client,Secret
320,prets_personnels,montant_pret,Secret
321,prets_personnels,taux_interet,Confidentiel
322,prets_personnels,duree_remboursement_mois,Confidentiel
323,gestion_garanties,num_contrat,Confidentiel
324,gestion_garanties,type_garantie,Confidentiel
325,gestion_garanties,valeur_estimee,Secret
326,gestion_garanties,date_debut,Confidentiel
327,gestion_garanties,date_fin,Confidentiel
328,gestion_garanties,etat,Confidentiel
329,assurance_sante,nom,Secret
330,assurance_sante,age,Confidentiel
331,assurance_sante,sexe,Restreint
332,assurance_sante,profession,Confidentiel
333,assurance_sante,assureur,Confidentiel
334,assurance_sante,prime,Confidentiel
335,assurance_sante,date_effet,Confidentiel
336,assurance_sante,duree_contrat,Confidentiel
337,gestion_ops_precaires,client,Secret
338,gestion_ops_precaires,numero_compte,Secret
339,gestion_ops_precaires,montant,Secret
340,gestion_ops_precaires,date_operation,Confidentiel
341,gestion_ops_precaires,type_operation,Restreint
342,service_actes_cartes,numero_client,Confidentiel
343,service_actes_cartes,type_carte,Confidentiel
344,service_actes_cartes,date_demande,Confidentiel
345,service_actes_cartes,etat_demande,Confidentiel
346,cartes_essence,numero_carte,Secret
347,cartes_essence,solde,Secret
348,cartes_essence,type,Confidentiel
349,cartes_essence,date_validite,Confidentiel
350,cartes_essence,beneficiaire,Confidentiel
351,cartes_essence,plafond_transaction,Confidentiel
352,courtage_bourse,client,Secret
353,courtage_bourse,numero_compte,Secret
354,courtage_bourse,type_action,Confidentiel
355,courtage_bourse,quantite,Confidentiel
356,courtage_bourse,prix_unitaire,Restreint
357,courtage_bourse,montant_total,Secret
358,certificats_garantie,num_certificat,Confidentiel
359,certificats_garantie,nom_client,Confidentiel
360,certificats_garantie,date_ouverture,Confidentiel
361,certificats_garantie,montant,Secret
362,certificats_garantie,type_garantie,Confidentiel
363,assistance_technique,num_dossier,Restreint
364,assistance_technique,nom_client,Secret
365,assistance_technique,ville,Restreint
366,assistance_technique,type_assistance,Confidentiel
367,assistance_technique,description,Restreint
368,assistance_technique,statut,Restreint
369,reclassement_autres_creances,numero_compte,Secret
370,reclassement_autres_creances,montant,Secret
371,reclassement_autres_creances,date_reclassement,Restreint
372,reclassement_autres_creances,motif,Confidentiel
373,processus_adhesion,num_dossier,Confidentiel
374,processus_adhesion,nom_client,Secret
375,processus_adhesion,date_naissance,Confidentiel
376,processus_adhesion,profession,Confidentiel
377,processus_adhesion,ville,Restreint
378,processus_adhesion,telephone,Secret
379,processus_adhesion,email,Secret
380,processus_adhesion,etat_civil,Secret
381,processus_adhesion,adresse,Secret
382,suivi_titres_boursiers,nom_client,Secret
383,suivi_titres_boursiers,code_client,Secret
384,suivi_titres_boursiers,titre,Confidentiel
385,suivi_titres_boursiers,quantite,Confidentiel
386,suivi_titres_boursiers,valeur,Secret
387,evaluation_credits,client_id,Confidentiel
388,evaluation_credits,nom_client,Secret
389,evaluation_credits,montant_demande,Confidentiel
390,evaluation_credits,salaire_mensuel,Secret
391,evaluation_credits,etat_civil,Secret
392,evaluation_credits,anciennete_emploi,Confidentiel
393,evaluation_credits,score_credit,Confidentiel
394,gestion_apporteurs_affaires,nom,Secret
395,gestion_apporteurs_affaires,prenom,Secret
396,gestion_apporteurs_affaires,ville,Restreint
397,gestion_apporteurs_affaires,telephone,Secret
398,gestion_apporteurs_affaires,email,Secret
399,gestion_apporteurs_affaires,profesion,Confidentiel
400,gestion_apporteurs_affaires,apports_reussis,Secret
401,gestion_apporteurs_affaires,dossier_en_cours,Secret
402,cartes_kids,numéro,Restreint
403,cartes_kids,nom,Secret
404,cartes_kids,prénom,Secret
405,cartes_kids,âge,Confidentiel
406,cartes_kids,solde,Secret
407,cartes_kids,plafond,Confidentiel
408,virements_automatiques,id,Restreint
409,virements_automatiques,numero_compte_debit,Secret
410,virements_automatiques,numero_compte_credit,Secret
411,virements_automatiques,montant,Secret
412,virements_automatiques,motif,Confidentiel
413,virements_automatiques,date_execution,Restreint
414,tracking_operations,numero_operation,Confidentiel
415,tracking_operations,date_operation,Confidentiel
416,tracking_operations,heure_operation,Confidentiel
417,tracking_operations,type_operation,Confidentiel
418,tracking_operations,montant,Secret
419,tracking_operations,beneficiaire,Secret
420,tracking_operations,statut,Confidentiel
421,suivi_operations_distribution,numero_operation,Restreint
422,suivi_operations_distribution,date_operation,Confidentiel
423,suivi_operations_distribution,type_operation,Confidentiel
424,suivi_operations_distribution,beneficiaire,Secret
425,suivi_operations_distribution,montant,Secret
426,suivi_operations_distribution,statut,Confidentiel
427,gestion_termes_condition,id,Public
428,gestion_termes_condition,produit,Public
429,gestion_termes_condition,type,Public
430,gestion_termes_condition,conditions,Public
431,gestion_termes_condition,avantages,Public
432,audit_transactions,date_transaction,Confidentiel
433,audit_transactions,compte_debit,Secret
434,audit_transactions,compte_credit,Secret
435,audit_transactions,montant,Secret
436,audit_transactions,description,Confidentiel
437,gestion_actifs_financiers,nom_client,Secret
438,gestion_actifs_financiers,type_investissement,Secret
439,gestion_actifs_financiers,montant_investi,Secret
440,gestion_actifs_financiers,date_investissement,Confidentiel
441,mandats_virement,client,Secret
442,mandats_virement,compte_debit,Confidentiel
443,mandats_virement,beneficiaire,Secret
444,mandats_virement,compte_credit,Confidentiel
445,mandats_virement,montant,Secret
446,mandats_virement,description,Restreint
447,virements_temporises,id,Restreint
448,virements_temporises,date,Confidentiel
449,virements_temporises,beneficiaire,Secret
450,virements_temporises,montant,Secret
451,virements_temporises,motif,Confidentiel
452,carte_tpe,num_carte,Secret
453,carte_tpe,date_expiration,Secret
454,carte_tpe,type_carte,Confidentiel
455,carte_tpe,proprietaire,Secret
456,carte_tpe,solde_disponible,Secret
457,assurance_auto,numero_contrat,Confidentiel
458,assurance_auto,date_debut,Confidentiel
459,assurance_auto,date_fin,Confidentiel
460,assurance_auto,type_contrat,Confidentiel
461,assurance_auto,marque,Restreint
462,assurance_auto,modele,Restreint
463,assurance_auto,annee,Restreint
464,assurance_auto,valeur,Confidentiel
465,assurance_auto,client,Secret
466,gestion_immobilier_entreprises,nom_entreprise,Confidentiel
467,gestion_immobilier_entreprises,adresse,Confidentiel
468,gestion_immobilier_entreprises,responsable_immobilier,Secret
469,gestion_immobilier_entreprises,montant_loyer,Secret
470,gestion_immobilier_entreprises,statut_paiement,Secret
471,service_etudes_finance,nom_client,Secret
472,service_etudes_finance,profession,Confidentiel
473,service_etudes_finance,salaire_mensuel,Secret
474,service_etudes_finance,epargne_actuelle,Secret
475,planning_patrimoine,client,Secret
476,planning_patrimoine,type_produit,Confidentiel
477,planning_patrimoine,montant_initial,Confidentiel
478,planning_patrimoine,date_ouverture,Confidentiel
479,planning_patrimoine,duree_contrat,Confidentiel
480,planning_patrimoine,beneficiaire,Secret
481,credit_documents,num_client,Confidentiel
482,credit_documents,nom_client,Secret
483,credit_documents,profession,Confidentiel
484,credit_documents,montant_credit,Secret
485,credit_documents,duree_remboursement_mois,Confidentiel
486,credit_documents,taux_interet,Confidentiel
487,emissions_cartes_pro,num_carte,Secret
488,emissions_cartes_pro,nom_titulaire,Secret
489,emissions_cartes_pro,type_carte,Confidentiel
490,emissions_cartes_pro,date_validite,Confidentiel
491,emissions_cartes_pro,solde_disponible,Secret
492,emissions_cartes_pro,plafond_paiement,Confidentiel
493,emissions_cartes_pro,plafond_retrait,Confidentiel
494,remittances_banque_centrale,ref_transfert,Secret
495,remittances_banque_centrale,date_transfert,Confidentiel
496,remittances_banque_centrale,montant,Secret
497,remittances_banque_centrale,emetteur,Secret
498,remittances_banque_centrale,beneficiaire,Secret
499,remittances_banque_centrale,motif,Secret
500,remises_cheques,numero_remise,Secret
501,remises_cheques,nom_client,Secret
502,remises_cheques,montant,Secret
503,remises_cheques,date_remise,Confidentiel
504,remises_cheques,agence_origine,Confidentiel
505,remises_cheques,agence_destinataire,Confidentiel
506,demandes_credit_immobilier,num_demande,Confidentiel
507,demandes_credit_immobilier,date_demande,Confidentiel
508,demandes_credit_immobilier,client_nom,Secret
509,demandes_credit_immobilier,client_profession,Confidentiel
510,demandes_credit_immobilier,montant_demande,Secret
511,demandes_credit_immobilier,apport_personnel,Confidentiel
512,demandes_credit_immobilier,status,Restreint
513,credits_auto,client,Secret
514,credits_auto,profession,Confidentiel
515,credits_auto,salaire_mensuel,Secret
516,credits_auto,montant_pret,Secret
517,credits_auto,taux_interet,Restreint
518,credits_auto,duree_mois,Restreint
519,gestion_produit_structure,id,Restreint
520,gestion_produit_structure,nom_produit,Restreint
521,gestion_produit_structure,categorie,Confidentiel
522,gestion_produit_structure,taux_interet,Confidentiel
523,gestion_produit_structure,montant_min,Confidentiel
524,gestion_produit_structure,duree_max_mois,Confidentiel
525,operations_mandats,numero_mandat,Restreint
526,operations_mandats,date_creation,Restreint
527,operations_mandats,montant,Secret
528,operations_mandats,emetteur,Secret
529,operations_mandats,destinataire,Secret
530,operations_mandats,statut,Confidentiel
531,recommandations_assurance_vie,client_id,Confidentiel
532,recommandations_assurance_vie,nom_client,Secret
533,recommandations_assurance_vie,age,Confidentiel
534,recommandations_assurance_vie,profession,Confidentiel
535,recommandations_assurance_vie,solde_compte,Secret
536,recommandations_assurance_vie,recommandation,Confidentiel
537,recommandations_assurance_vie,prime_mensuelle,Confidentiel
538,gestion_patrimoine,client,Secret
539,gestion_patrimoine,numéro_compte,Secret
540,gestion_patrimoine,type_compte,Confidentiel
541,gestion_patrimoine,solde,Secret
542,gestion_patrimoine,actifs,Secret
543,gestion_patrimoine,ville,Restreint
544,transactions_market,date,Confidentiel
545,transactions_market,montant,Secret
546,transactions_market,beneficiaire,Secret
547,transactions_market,description,Confidentiel
548,transactions_electroniques,date,Confidentiel
549,transactions_electroniques,heure,Restreint
550,transactions_electroniques,montant,Secret
551,transactions_electroniques,beneficiaire,Secret
552,transactions_electroniques,type,Confidentiel
553,transactions_electroniques,categorie,Confidentiel
554,transactions_electroniques,etat,Confidentiel
555,cartes_cadeaux,numero_carte,Confidentiel
556,cartes_cadeaux,valeur,Confidentiel
557,cartes_cadeaux,date_expiration,Confidentiel
558,cartes_cadeaux,beneficiaire,Secret
559,cartes_cadeaux,statut,Restreint
560,rachats_investissements,nom_client,Secret
561,rachats_investissements,num_compte,Secret
562,rachats_investissements,montant_rachat,Secret
563,rachats_investissements,date_rachat,Confidentiel
564,rachats_investissements,type_investissement,Restreint
565,rachats_investissements,objectif_investissement,Secret
566,rachats_investissements,duree_placement,Confidentiel
567,rachats_investissements,statut_rachat,Confidentiel
568,commissions_remittances,id,Public
569,commissions_remittances,type_operation,Restreint
570,commissions_remittances,montant_min,Confidentiel
571,commissions_remittances,montant_max,Confidentiel
572,commissions_remittances,commission,Confidentiel
573,gestion_controles_fraude,numero_compte,Confidentiel
574,gestion_controles_fraude,nom_client,Secret
575,gestion_controles_fraude,prenom_client,Secret
576,gestion_controles_fraude,ville,Confidentiel
577,gestion_controles_fraude,solde,Secret
578,gestion_controles_fraude,transaction_mensuelle,Secret
579,gestion_controles_fraude,statut,Confidentiel
580,cartes_gold,numéro_carte,Secret
581,cartes_gold,titulaire,Secret
582,cartes_gold,limite_depense_mensuelle,Secret
583,cartes_gold,date_validite,Secret
584,cartes_gold,seuil_opposition,Secret
585,cartes_prepayees,num_carte,Confidentiel
586,cartes_prepayees,date_expiration,Confidentiel
587,cartes_prepayees,code_securite,Secret
588,cartes_prepayees,solde,Secret
589,cartes_prepayees,date_creation,Confidentiel
590,cartes_prepayees,beneficiaire,Secret
591,cartes_prepayees,cin,Secret
592,cartes_prepayees,tel,Confidentiel
593,relatif_marche_monetaire,date,Confidentiel
594,relatif_marche_monetaire,libelle,Confidentiel
595,relatif_marche_monetaire,debit,Secret
596,relatif_marche_monetaire,credit,Secret
597,relatif_marche_monetaire,solde,Secret
598,gestion_coffres_forts,num_coffre,Très Secret
599,gestion_coffres_forts,localisation,Très Secret
600,gestion_coffres_forts,taille,Très Secret
601,gestion_coffres_forts,responsable,Très Secret
602,operations_bancaires_en_ligne,num_operation,Confidentiel
603,operations_bancaires_en_ligne,type_operation,Confidentiel
604,operations_bancaires_en_ligne,beneficiaire,Secret
605,operations_bancaires_en_ligne,montant,Secret
606,operations_bancaires_en_ligne,date_operation,Confidentiel
607,operations_bancaires_en_ligne,statut,Confidentiel
608,livraisons_cash,numero_transaction,Confidentiel
609,livraisons_cash,date_livraison,Très Secret
610,livraisons_cash,montant,Très Secret
611,livraisons_cash,agence_origine,Très Secret
612,livraisons_cash,agence_destination,Très Secret
613,gestion_carte_identite,numero_carte_identite,Secret
614,gestion_carte_identite,nom,Secret
615,gestion_carte_identite,prenom,Secret
616,gestion_carte_identite,date_naissance,Secret
617,gestion_carte_identite,lieu_naissance,Secret
618,gestion_carte_identite,profession,Secret
619,gestion_carte_identite,adresse,Secret
620,operations_foret,date,Confidentiel
621,operations_foret,transaction,Confidentiel
622,operations_foret,beneficiary,Secret
623,operations_foret,amount,Secret
624,gestion_interets_epargne,identifiant,Confidentiel
625,gestion_interets_epargne,client,Secret
626,gestion_interets_epargne,compte,Secret
627,gestion_interets_epargne,montant_epargne,Secret
628,gestion_interets_epargne,taux_interet,Confidentiel
629,gestion_interets_epargne,interets_gagnes,Secret
630,conciliation_comptes,date,Confidentiel
631,conciliation_comptes,compte,Secret
632,conciliation_comptes,debit,Secret
633,conciliation_comptes,credit,Secret
634,conciliation_comptes,solde,Secret
635,conciliation_comptes,operation,Confidentiel
636,gestion_actifs_immobiliers,nom_client,Secret
637,gestion_actifs_immobiliers,type_bien,Confidentiel
638,gestion_actifs_immobiliers,ville,Restreint
639,gestion_actifs_immobiliers,valeur_estimee,Confidentiel
640,gestion_actifs_immobiliers,loyer_mensuel,Confidentiel
641,transferts_directs,num_transaction,Confidentiel
642,transferts_directs,compte_origine,Secret
643,transferts_directs,compte_destination,Secret
644,transferts_directs,montant,Secret
645,transferts_directs,date,Confidentiel
646,transferts_directs,statut,Confidentiel
647,prets_etudiants,nom,Secret
648,prets_etudiants,prenom,Secret
649,prets_etudiants,ville,Restreint
650,prets_etudiants,age,Confidentiel
651,prets_etudiants,niveau_scolarite,Restreint
652,prets_etudiants,montant_pret,Secret
653,prets_etudiants,duree_remboursement_mois,Confidentiel
654,certificats_deposit,client,Secret
655,certificats_deposit,numero_compte,Secret
656,certificats_deposit,montant,Secret
657,certificats_deposit,taux_interet,Confidentiel
658,certificats_deposit,date_emission,Restreint
659,certificats_deposit,date_echeance,Restreint
660,frais_services_bancaires,service,Public
661,frais_services_bancaires,montant,Public
662,frais_services_bancaires,description,Public
663,plan_epargne_retraite,client,Secret
664,plan_epargne_retraite,nif,Secret
665,plan_epargne_retraite,solde,Secret
666,plan_epargne_retraite,age,Restreint
667,plan_epargne_retraite,statut,Restreint
668,relations_clients_prospects,client_id,Restreint
669,relations_clients_prospects,nom,Secret
670,relations_clients_prospects,prenom,Secret
671,relations_clients_prospects,profession,Confidentiel
672,relations_clients_prospects,ville,Restreint
673,relations_clients_prospects,age,Confidentiel
674,relations_clients_prospects,situation_familiale,Secret
675,relations_clients_prospects,revenu_annuel,Secret
676,relations_clients_prospects,prospect,Restreint
677,operations_fraude,id_operation,Restreint
678,operations_fraude,date_operation,Restreint
679,operations_fraude,montant,Secret
680,operations_fraude,description,Confidentiel
681,loyalty_program,numero_client,Secret
682,loyalty_program,nom,Secret
683,loyalty_program,prenom,Secret
684,loyalty_program,date_naissance,Confidentiel
685,loyalty_program,ville,Restreint
